
XGBoost_Detrator_3 a 6 M;autonomia de plantio (capacidade das caixas de sementes) (csat);0.27098805
XGBoost_Detrator_3 a 6 M;acompanhamento do relevo (csat);0.1859141
XGBoost_Detrator_3 a 6 M;adaptabilidade as mais diversas condições de trabalho (csat);0.17035104
XGBoost_Detrator_3 a 6 M;facilidade de operação (csat);0.16010052
XGBoost_Detrator_3 a 6 M;nível de tecnologia em agricultura digital (csat);0.062350262
XGBoost_Detrator_3 a 6 M;adaptabilidade as mais diversas condições de plantio (csat);0.053242184
XGBoost_Detrator_3 a 6 M;capacidade operacional (hectares por hora) (csat);0.033873446
XGBoost_Detrator_3 a 6 M;geração e transmissão de dados para gestão da frota (csat);0.020994565
XGBoost_Detrator_3 a 6 M;autonomia de plantio (capacidade das caixas de fertilizantes) (csat);0.018281568
XGBoost_Detrator_3 a 6 M;segurança na operação e manutenção da máquina (csat);0.013414326
XGBoost_Neutro_3 a 6 M;nível de tecnologia em agricultura digital (csat);0.14651789
XGBoost_Neutro_3 a 6 M;capacidade operacional (hectares por hora) (csat);0.14605685
XGBoost_Neutro_3 a 6 M;adaptabilidade as mais diversas condições de trabalho (csat);0.12807989
XGBoost_Neutro_3 a 6 M;geração e transmissão de dados para gestão agrícola (csat);0.1268118
XGBoost_Neutro_3 a 6 M;facilidade de operação (csat);0.108093195
XGBoost_Neutro_3 a 6 M;adaptabilidade as mais diversas condições de plantio (csat);0.10135468
XGBoost_Neutro_3 a 6 M;geração e transmissão de dados para gestão da frota (csat);0.05591808
XGBoost_Neutro_3 a 6 M;autonomia de plantio (capacidade das caixas de sementes) (csat);0.040374715
XGBoost_Neutro_3 a 6 M;vida útil dos materiais de desgaste (csat);0.025871683
XGBoost_Neutro_3 a 6 M;segurança na operação e manutenção da máquina (csat);0.017691504
XGBoost_Não_Promotor_3 a 6 M;adaptabilidade as mais diversas condições de trabalho (csat);0.1869629
XGBoost_Não_Promotor_3 a 6 M;adaptabilidade as mais diversas condições de plantio (csat);0.17182587
XGBoost_Não_Promotor_3 a 6 M;nível de tecnologia em agricultura digital (csat);0.119933315
XGBoost_Não_Promotor_3 a 6 M;custo de manutenção (csat);0.07276825
XGBoost_Não_Promotor_3 a 6 M;qualidade de plantio (csat);0.07221647
XGBoost_Não_Promotor_3 a 6 M;disponibilidade e confiabilidade mecânica  (csat);0.06615521
XGBoost_Não_Promotor_3 a 6 M;geração e transmissão de dados para gestão da frota (csat);0.060159776
XGBoost_Não_Promotor_3 a 6 M;opcionais disponíveis (csat);0.05806719
XGBoost_Não_Promotor_3 a 6 M;segurança na operação e manutenção da máquina (csat);0.054797597
XGBoost_Não_Promotor_3 a 6 M;vida útil dos materiais de desgaste (csat);0.030094232
XGBoost_Detrator_6 a 12 M;qualidade de plantio (csat);0.32570207
XGBoost_Detrator_6 a 12 M;autonomia de plantio (capacidade das caixas de fertilizantes) (csat);0.12733185
XGBoost_Detrator_6 a 12 M;adaptabilidade as mais diversas condições de trabalho (csat);0.11445919
XGBoost_Detrator_6 a 12 M;segurança na operação e manutenção da máquina (csat);0.104183026
XGBoost_Detrator_6 a 12 M;geração e transmissão de dados para gestão agrícola (csat);0.09552748
XGBoost_Detrator_6 a 12 M;capacidade operacional (hectares por hora) (csat);0.05425225
XGBoost_Detrator_6 a 12 M;facilidade de transporte (csat);0.045807563
XGBoost_Detrator_6 a 12 M;compatibilidade com diversos modelos de tratores (csat);0.04404114
XGBoost_Detrator_6 a 12 M;disponibilidade e confiabilidade mecânica  (csat);0.032999814
XGBoost_Detrator_6 a 12 M;opcionais disponíveis (csat);0.020819454
XGBoost_Neutro_6 a 12 M;desempenho do sistema de corte e/ou taxa (csat);0.47142068
XGBoost_Neutro_6 a 12 M;opcionais disponíveis (csat);0.10086758
XGBoost_Neutro_6 a 12 M;geração e transmissão de dados para gestão agrícola (csat);0.095569976
XGBoost_Neutro_6 a 12 M;autonomia de plantio (capacidade das caixas de fertilizantes) (csat);0.06979682
XGBoost_Neutro_6 a 12 M;autonomia de plantio (capacidade das caixas de sementes) (csat);0.05415821
XGBoost_Neutro_6 a 12 M;adaptabilidade as mais diversas condições de plantio (csat);0.039317295
XGBoost_Neutro_6 a 12 M;adaptabilidade as mais diversas condições de trabalho (csat);0.03708047
XGBoost_Neutro_6 a 12 M;facilidade para realização de manutenções (csat);0.033201046
XGBoost_Neutro_6 a 12 M;compatibilidade com diversos modelos de tratores (csat);0.0222006
XGBoost_Neutro_6 a 12 M;qualidade de plantio (csat);0.016181542
XGBoost_Não_Promotor_6 a 12 M;disponibilidade e confiabilidade mecânica  (csat);0.19420446
XGBoost_Não_Promotor_6 a 12 M;desempenho do sistema de corte e/ou taxa (csat);0.17199323
XGBoost_Não_Promotor_6 a 12 M;compatibilidade com diversos modelos de tratores (csat);0.087387376
XGBoost_Não_Promotor_6 a 12 M;geração e transmissão de dados para gestão da frota (csat);0.061568607
XGBoost_Não_Promotor_6 a 12 M;adaptabilidade as mais diversas condições de trabalho (csat);0.048628733
XGBoost_Não_Promotor_6 a 12 M;segurança na operação e manutenção da máquina (csat);0.046750724
XGBoost_Não_Promotor_6 a 12 M;qualidade de plantio (csat);0.04649627
XGBoost_Não_Promotor_6 a 12 M;autonomia de plantio (capacidade das caixas de fertilizantes) (csat);0.043659966
XGBoost_Não_Promotor_6 a 12 M;adaptabilidade as mais diversas condições de plantio (csat);0.041424926
XGBoost_Não_Promotor_6 a 12 M;geração e transmissão de dados para gestão agrícola (csat);0.040143877
XGBoost_Detrator_12 a 18 M;adaptabilidade as mais diversas condições de plantio (csat);0.41464153
XGBoost_Detrator_12 a 18 M;qualidade de plantio (csat);0.34011966
XGBoost_Detrator_12 a 18 M;facilidade do sistema de corte e/ou taxa (csat);0.08256686
XGBoost_Detrator_12 a 18 M;autonomia de plantio (capacidade das caixas de fertilizantes) (csat);0.047921676
XGBoost_Detrator_12 a 18 M;vida útil dos materiais de desgaste (csat);0.032802798
XGBoost_Detrator_12 a 18 M;nível de tecnologia em agricultura digital (csat);0.02987284
XGBoost_Detrator_12 a 18 M;desempenho do sistema de corte e/ou taxa (csat);0.019578528
XGBoost_Detrator_12 a 18 M;capacidade operacional (hectares por hora) (csat);0.01228144
XGBoost_Detrator_12 a 18 M;facilidade de operação (csat);0.01018504
XGBoost_Detrator_12 a 18 M;custo de manutenção (csat);0.010029624
XGBoost_Neutro_12 a 18 M;facilidade de operação (csat);0.14350596
